Zeit  1 - Langsame Messrate [s]	KMD1 [kN]	Vorne_links-v-control [mm]	Mitte_rechts-v [mm]	Vorne_rechts_v [mm]	Vorne_rechts_h_0_Grad [mm]	Vorne_mitte_h_0_Grad [mm]	Zeit  2 - Langsame Messrate [s]	Vorne_links_h_0_Grad [mm]	Mitte_h_0_Grad_1 [mm]	Mitte_h_0_Grad_2 [mm]	Mitte_h_90_Grad [mm]	Vorne_mitte_h_90_Grad_1 [mm]	Vorne_mitte_h_90_Grad_2 [mm]	Vorne_v_control [mm]	V_Mitte [mm]	Kraftges [kN]	Zeit [s]	Weg_soll []
25,60	-0,00921	-0,00228	0,00314	-0,00252	-0,00242	-0,00207	25,60	0,00015	-0,00069	-0,00868	-0,00039	0,00192	-0,00207	0,04445	-0,00191	-0,01608	25,60	0,2267	
25,80	-0,00521	-0,00229	0,00263	-0,00274	-0,00173	-0,00208	25,80	0,00016	-0,00070	-0,01033	-0,00040	0,00178	-0,00209	0,05133	-0,00190	-0,01051	25,80	0,2300	
26,00	-0,00678	-0,00295	0,00107	-0,00300	-0,00193	-0,00210	26,00	0,00016	-0,00070	-0,01255	-0,00040	0,00150	-0,00214	0,05816	-0,00182	-0,01362	26,00	0,2333	
26,20	-0,00651	-0,00310	0,00109	-0,00255	-0,00306	-0,00221	26,20	0,00016	-0,00070	-0,01506	-0,00040	0,00110	-0,00224	0,06701	-0,00183	-0,01345	26,20	0,2367	
26,40	-0,00405	-0,00309	0,00127	-0,00237	-0,00318	-0,00243	26,40	0,00016	-0,00070	-0,01686	-0,00040	0,00093	-0,00232	0,07343	-0,00191	-0,00999	26,40	0,2400	
26,60	-0,00643	-0,00312	0,00117	-0,00259	-0,00232	-0,00262	26,60	0,00015	-0,00071	-0,01755	-0,00040	0,00096	-0,00232	0,07549	-0,00194	-0,01337	26,60	0,2433	
26,80	-0,00558	-0,00321	0,000	-0,00310	-0,00131	-0,00269	26,80	0,00015	-0,00071	-0,01773	-0,00040	0,00096	-0,00232	0,07702	-0,00195	-0,01232	26,80	0,2467	
27,00	-0,00295	-0,00354	-0,00105	-0,00334	-0,00156	-0,00278	27,00	0,00017	-0,00071	-0,01837	-0,00041	0,00069	-0,00239	0,08124	-0,00194	-0,00908	27,00	0,2500	
27,20	-0,00563	-0,00371	-0,00169	-0,00327	-0,00161	-0,00295	27,20	0,00018	-0,00071	-0,01957	-0,00042	0,00033	-0,00252	0,08595	-0,00193	-0,01308	27,20	0,2533	
27,40	-0,00722	-0,00375	-0,00120	-0,00239	-0,00290	-0,00320	27,40	0,00018	-0,00071	-0,02081	-0,00043	0,00016	-0,00263	0,08901	-0,00194	-0,01536	27,40	0,2567	
27,60	-0,00649	-0,00371	-0,00047	-0,00226	-0,00312	-0,00344	27,60	0,00017	-0,00071	-0,02157	-0,00042	0,00038	-0,00266	0,08821	-0,00199	-0,01427	27,60	0,2600	
27,80	-0,00529	-0,00373	-0,00038	-0,00220	-0,00335	-0,00357	27,80	0,00016	-0,00071	-0,02179	-0,00042	0,00066	-0,00261	0,08662	-0,00202	-0,01263	27,80	0,2633	
28,00	-0,00699	-0,00371	-0,00030	-0,00218	-0,00348	-0,00362	28,00	0,00015	-0,00072	-0,02181	-0,00042	0,00077	-0,00257	0,08811	-0,00203	-0,01498	28,00	0,2667	
28,20	-0,01038	-0,00371	-0,00019	-0,00217	-0,00326	-0,00364	28,20	0,00014	-0,00073	-0,02184	-0,00043	0,00079	-0,00256	0,09136	-0,00202	-0,01972	28,20	0,2700	
28,40	-0,00894	-0,00372	0,00020	-0,00217	-0,00323	-0,00364	28,40	0,00014	-0,00073	-0,02201	-0,00043	0,00080	-0,00255	0,09443	-0,00203	-0,01773	28,40	0,2733	
28,60	-0,00542	-0,00372	0,00091	-0,00214	-0,00316	-0,00364	28,60	0,00014	-0,00074	-0,02279	-0,00044	0,00086	-0,00255	0,09825	-0,00204	-0,01280	28,60	0,2767	
28,80	-0,00876	-0,00371	0,00090	-0,00152	-0,00323	-0,00364	28,80	0,00014	-0,00074	-0,02451	-0,00045	0,00094	-0,00255	0,1046	-0,00208	-0,01745	28,80	0,2800	
29,00	-0,00650	-0,00372	0,00087	-0,00156	-0,00289	-0,00364	29,00	0,00012	-0,00074	-0,02630	-0,00045	0,00083	-0,00256	0,1119	-0,00215	-0,01430	29,00	0,2833	
29,20	-0,00374	-0,00370	0,00086	-0,00159	-0,00287	-0,00364	29,20	0,00011	-0,00075	-0,02737	-0,00045	0,00064	-0,00257	0,1181	-0,00218	-0,01042	29,20	0,2867	
29,40	-0,00396	-0,00371	0,00088	-0,00154	-0,00325	-0,00365	29,40	0,00011	-0,00076	-0,02806	-0,00045	0,00048	-0,00258	0,1230	-0,00219	-0,01073	29,40	0,2900	
29,60	-0,00840	-0,00369	0,00097	-0,00138	-0,00371	-0,00367	29,60	0,000	-0,00077	-0,02865	-0,00046	0,00042	-0,00258	0,1254	-0,00219	-0,01692	29,60	0,2933	
29,80	-0,00852	-0,00371	0,00102	-0,00133	-0,00388	-0,00370	29,80	0,000	-0,00077	-0,02903	-0,00047	0,00045	-0,00256	0,1255	-0,00224	-0,01711	29,80	0,2967	
30,00	-0,00842	-0,00372	0,00105	-0,00137	-0,00356	-0,00372	30,00	0,000	-0,00078	-0,02919	-0,00048	0,00049	-0,00253	0,1258	-0,00234	-0,01701	30,00	0,3000	
30,20	-0,01056	-0,00372	0,00096	-0,00143	-0,00300	-0,00372	30,20	0,000	-0,00078	-0,02936	-0,00048	0,00050	-0,00252	0,1275	-0,00240	-0,01999	30,20	0,3033	
30,40	-0,01064	-0,00380	0,00100	-0,00147	-0,00331	-0,00372	30,40	0,000	-0,00079	-0,02986	-0,00049	0,00049	-0,00251	0,1297	-0,00242	-0,02022	30,40	0,3067	
30,60	-0,00975	-0,00380	0,00100	-0,00181	-0,00309	-0,00373	30,60	0,000	-0,00079	-0,03084	-0,00049	0,00050	-0,00251	0,1317	-0,00242	-0,01897	30,60	0,3100	
30,80	-0,00364	-0,00368	0,00100	-0,00145	-0,00311	-0,00373	30,80	0,000	-0,00080	-0,03207	-0,00049	0,00052	-0,00251	0,1330	-0,00244	-0,01025	30,80	0,3133	
31,00	-0,01345	-0,00370	0,00099	-0,00097	-0,00366	-0,00373	31,00	0,000	-0,00080	-0,03319	-0,00050	0,00043	-0,00251	0,1354	-0,00252	-0,02401	31,00	0,3167	
31,20	-0,00613	-0,00369	0,00107	-0,00086	-0,00385	-0,00373	31,20	0,000	-0,00081	-0,03393	-0,00052	0,00024	-0,00249	0,1394	-0,00264	-0,01374	31,20	0,3200	
31,40	-0,00685	-0,00371	0,00170	-0,00095	-0,00403	-0,00375	31,40	0,000	-0,00082	-0,03403	-0,00053	0,00015	-0,00247	0,1367	-0,00273	-0,01478	31,40	0,3233	
31,60	0,02545	-0,00309	0,00706	-0,00097	-0,00664	-0,00377	31,60	-0,00010	-0,00082	-0,02994	-0,00055	0,00039	-0,00244	0,1034	-0,00281	0,03129	31,60	0,3267	
31,80	0,06887	0,00247	0,02031	-0,00037	-0,01167	-0,00381	31,80	-0,00012	-0,00300	-0,02035	-0,00056	0,00164	-0,00208	0,05049	-0,00251	0,09989	31,80	0,3300	
32,00	0,1057	0,00747	0,02968	0,00106	-0,01586	-0,00390	32,00	-0,00034	-0,01405	-0,01261	-0,00048	0,00444	-0,00096	0,01689	-0,00032	0,1584	32,00	0,3333	
32,20	0,1317	0,01251	0,04251	0,00251	-0,01935	-0,00401	32,20	-0,00103	-0,02534	-0,00937	-0,00014	0,00757	0,00056	0,00632	0,00396	0,2019	32,20	0,3367	
32,40	0,1478	0,01702	0,05457	0,00370	-0,02212	-0,00412	32,40	-0,00252	-0,03133	-0,00843	0,00024	0,00998	0,00242	0,00466	0,00889	0,2307	32,40	0,3400	
32,60	0,1584	0,02141	0,05869	0,00513	-0,02462	-0,00423	32,60	-0,00460	-0,03423	-0,00792	0,00051	0,01160	0,00431	0,00397	0,01243	0,2518	32,60	0,3433	
32,80	0,1654	0,02455	0,06203	0,00606	-0,02637	-0,00433	32,80	-0,00691	-0,03638	-0,00740	0,00069	0,01271	0,00589	0,00293	0,01455	0,2660	32,80	0,3467	
33,00	0,1673	0,02543	0,06366	0,00649	-0,02693	-0,00439	33,00	-0,00927	-0,03827	-0,00691	0,00083	0,01344	0,00705	0,00200	0,01603	0,2698	33,00	0,3500	
33,20	0,1765	0,02758	0,06547	0,00699	-0,02814	-0,00442	33,20	-0,01114	-0,03970	-0,00657	0,00093	0,01376	0,00779	0,00147	0,01703	0,2857	33,20	0,3533	
33,40	0,1798	0,02900	0,06668	0,00744	-0,02871	-0,00444	33,40	-0,01246	-0,04071	-0,00632	0,00100	0,01397	0,00826	0,00108	0,01779	0,2923	33,40	0,3567	
33,60	0,1660	0,02946	0,06688	0,00769	-0,02887	-0,00445	33,60	-0,01378	-0,04149	-0,00613	0,00107	0,01411	0,00866	0,00080	0,01820	0,2736	33,60	0,3600	
33,80	0,1689	0,02976	0,06698	0,00796	-0,02902	-0,00446	33,80	-0,01494	-0,04208	-0,00600	0,00112	0,01407	0,00896	0,00072	0,01814	0,2782	33,80	0,3633	
34,00	0,1680	0,02986	0,06720	0,00814	-0,02909	-0,00446	34,00	-0,01568	-0,04250	-0,00592	0,00116	0,01394	0,00912	0,00076	0,01786	0,2770	34,00	0,3667	
34,20	0,1672	0,03007	0,06735	0,00831	-0,02919	-0,00445	34,20	-0,01612	-0,04278	-0,00587	0,00118	0,01381	0,00922	0,00081	0,01757	0,2763	34,20	0,3700	
34,40	0,1686	0,03030	0,06747	0,00846	-0,02938	-0,00445	34,40	-0,01649	-0,04297	-0,00582	0,00119	0,01372	0,00927	0,00083	0,01744	0,2784	34,40	0,3733	
34,60	0,1716	0,03058	0,06760	0,00855	-0,02952	-0,00445	34,60	-0,01686	-0,04311	-0,00577	0,00121	0,01369	0,00931	0,00079	0,01745	0,2830	34,60	0,3767	
34,80	0,1705	0,03074	0,06778	0,00870	-0,02954	-0,00445	34,80	-0,01722	-0,04323	-0,00574	0,00123	0,01368	0,00933	0,00071	0,01746	0,2818	34,80	0,3800	
35,00	0,1699	0,03083	0,06766	0,00880	-0,02956	-0,00445	35,00	-0,01752	-0,04332	-0,00570	0,00124	0,01364	0,00936	0,00066	0,01731	0,2810	35,00	0,3833	
35,20	0,1663	0,03088	0,06767	0,00891	-0,02962	-0,00445	35,20	-0,01774	-0,04340	-0,00566	0,00125	0,01356	0,00938	0,00063	0,01709	0,2760	35,20	0,3867	
35,40	0,1650	0,03092	0,06776	0,00902	-0,02966	-0,00445	35,40	-0,01789	-0,04346	-0,00563	0,00126	0,01349	0,00939	0,00062	0,01690	0,2742	35,40	0,3900	
35,60	0,1649	0,03097	0,06778	0,00911	-0,02970	-0,00445	35,60	-0,01802	-0,04351	-0,00560	0,00127	0,01343	0,00940	0,00064	0,01673	0,2742	35,60	0,3933	
35,80	0,1673	0,03097	0,06775	0,00921	-0,02971	-0,00444	35,80	-0,01814	-0,04355	-0,00558	0,00127	0,01339	0,00941	0,00068	0,01660	0,2775	35,80	0,3967	
36,00	0,1693	0,03097	0,06783	0,00926	-0,02979	-0,00445	36,00	-0,01824	-0,04358	-0,00556	0,00129	0,01337	0,00942	0,00071	0,01651	0,2803	36,00	0,4000	
36,20	0,1667	0,03099	0,06786	0,00936	-0,02968	-0,00445	36,20	-0,01834	-0,04361	-0,00553	0,00129	0,01334	0,00943	0,00072	0,01642	0,2768	36,20	0,4033	
36,40	0,1716	0,03109	0,06795	0,00940	-0,02992	-0,00445	36,40	-0,01843	-0,04364	-0,00550	0,00129	0,01332	0,00943	0,00071	0,01638	0,2838	36,40	0,4067	
36,60	0,1736	0,03170	0,06825	0,00950	-0,03041	-0,00445	36,60	-0,01851	-0,04366	-0,00547	0,00130	0,01334	0,00943	0,00066	0,01648	0,2874	36,60	0,4100	
36,80	0,1808	0,03278	0,06897	0,00960	-0,03111	-0,00445	36,80	-0,01862	-0,04370	-0,00542	0,00131	0,01348	0,00945	0,00048	0,01692	0,2989	36,80	0,4133	
37,00	0,1953	0,03464	0,06980	0,00973	-0,03219	-0,00446	37,00	-0,01881	-0,04376	-0,00536	0,00132	0,01376	0,00951	0,00011	0,01789	0,3220	37,00	0,4167	
37,20	0,2165	0,03802	0,07139	0,01010	-0,03387	-0,00447	37,20	-0,01921	-0,04390	-0,00527	0,00134	0,01422	0,00976	-0,00048	0,01963	0,3563	37,20	0,4200	
37,40	0,2276	0,04251	0,07312	0,01060	-0,03584	-0,00450	37,40	-0,02014	-0,04425	-0,00510	0,00141	0,01489	0,01042	-0,00135	0,02198	0,3781	37,40	0,4233	
37,60	0,2389	0,04643	0,07745	0,01124	-0,03766	-0,00454	37,60	-0,02309	-0,04494	-0,00487	0,00155	0,01565	0,01138	-0,00234	0,02428	0,3995	37,60	0,4267	
37,80	0,2516	0,04889	0,07985	0,01183	-0,03883	-0,00455	37,80	-0,02793	-0,04590	-0,00464	0,00196	0,01637	0,01233	-0,00324	0,02596	0,4207	37,80	0,4300	
38,00	0,2502	0,05048	0,08170	0,01222	-0,03975	-0,00455	38,00	-0,03120	-0,04680	-0,00444	0,00853	0,01691	0,01319	-0,00392	0,02727	0,4209	38,00	0,4333	
38,20	0,2604	0,05193	0,08392	0,01250	-0,04047	-0,00454	38,20	-0,03248	-0,04745	-0,00429	0,01978	0,01726	0,01393	-0,00439	0,02849	0,4373	38,20	0,4367	
38,40	0,2609	0,05313	0,08537	0,01271	-0,04114	-0,00454	38,40	-0,03294	-0,04786	-0,00414	0,02601	0,01752	0,01451	-0,00477	0,02949	0,4397	38,40	0,4400	
38,60	0,2721	0,05413	0,08633	0,01290	-0,04174	-0,00454	38,60	-0,03327	-0,04811	-0,00399	0,02738	0,01774	0,01497	-0,00510	0,03019	0,4568	38,60	0,4433	
38,80	0,2759	0,05514	0,08717	0,01310	-0,04226	-0,00454	38,80	-0,03363	-0,04829	-0,00387	0,02734	0,01795	0,01536	-0,00541	0,03061	0,4635	38,80	0,4467	
39,00	0,2752	0,05598	0,08785	0,01328	-0,04273	-0,00454	39,00	-0,03407	-0,04843	-0,00375	0,02733	0,01815	0,01571	-0,00570	0,03099	0,4637	39,00	0,4500	
39,20	0,2825	0,05658	0,08831	0,01344	-0,04314	-0,00454	39,20	-0,03446	-0,04853	-0,00364	0,02743	0,01832	0,01601	-0,00598	0,03142	0,4747	39,20	0,4533	
39,40	0,2803	0,05718	0,08890	0,01353	-0,04346	-0,00454	39,40	-0,03477	-0,04861	-0,00354	0,02752	0,01847	0,01629	-0,00623	0,03193	0,4725	39,40	0,4567	
39,60	0,2840	0,05769	0,08959	0,01361	-0,04372	-0,00453	39,60	-0,03503	-0,04866	-0,00345	0,02761	0,01862	0,01652	-0,00645	0,03241	0,4784	39,60	0,4600	
39,80	0,2864	0,05804	0,09001	0,01368	-0,04396	-0,00453	39,80	-0,03525	-0,04871	-0,00338	0,02771	0,01875	0,01671	-0,00664	0,03272	0,4822	39,80	0,4633	
40,00	0,2891	0,05842	0,09046	0,01374	-0,04420	-0,00453	40,00	-0,03547	-0,04873	-0,00331	0,02779	0,01886	0,01684	-0,00681	0,03296	0,4866	40,00	0,4667	
40,20	0,2921	0,05873	0,09055	0,01377	-0,04439	-0,00453	40,20	-0,03567	-0,04875	-0,00324	0,02788	0,01896	0,01695	-0,00697	0,03321	0,4912	40,20	0,4700	
40,40	0,2852	0,05891	0,09085	0,01386	-0,04451	-0,00453	40,40	-0,03584	-0,04876	-0,00319	0,02798	0,01906	0,01704	-0,00711	0,03349	0,4818	40,40	0,4733	
40,60	0,2881	0,05903	0,09092	0,01389	-0,04452	-0,00453	40,60	-0,03598	-0,04877	-0,00315	0,02807	0,01914	0,01711	-0,00719	0,03371	0,4860	40,60	0,4767	
40,80	0,2875	0,05903	0,09099	0,01393	-0,04453	-0,00453	40,80	-0,03607	-0,04877	-0,00313	0,02816	0,01916	0,01717	-0,00719	0,03370	0,4852	40,80	0,4800	
41,00	0,2862	0,05905	0,09101	0,01393	-0,04454	-0,00452	41,00	-0,03612	-0,04878	-0,00312	0,02823	0,01913	0,01720	-0,00711	0,03355	0,4833	41,00	0,4833	
41,20	0,2850	0,05905	0,09108	0,01393	-0,04460	-0,00452	41,20	-0,03614	-0,04879	-0,00312	0,02828	0,01912	0,01722	-0,00706	0,03338	0,4817	41,20	0,4867	
41,40	0,2818	0,05909	0,09118	0,01392	-0,04464	-0,00452	41,40	-0,03615	-0,04880	-0,00311	0,02833	0,01911	0,01723	-0,00708	0,03328	0,4772	41,40	0,4900	
41,60	0,2902	0,05911	0,09133	0,01396	-0,04468	-0,00451	41,60	-0,03616	-0,04880	-0,00310	0,02838	0,01912	0,01725	-0,00711	0,03317	0,4891	41,60	0,4933	
41,80	0,2884	0,05915	0,09140	0,01396	-0,04472	-0,00452	41,80	-0,03617	-0,04881	-0,00309	0,02843	0,01913	0,01725	-0,00714	0,03308	0,4866	41,80	0,4967	
42,00	0,2877	0,05916	0,09148	0,01398	-0,04476	-0,00452	42,00	-0,03617	-0,04881	-0,00308	0,02846	0,01916	0,01726	-0,00717	0,03306	0,4856	42,00	0,5000	
42,20	0,2881	0,05919	0,09162	0,01398	-0,04478	-0,00448	42,20	-0,03618	-0,04882	-0,00308	0,02850	0,01919	0,01726	-0,00720	0,03306	0,4862	42,20	0,5033	
42,40	0,2869	0,05924	0,09162	0,01397	-0,04484	-0,00443	42,40	-0,03619	-0,04883	-0,00307	0,02853	0,01921	0,01726	-0,00722	0,03305	0,4846	42,40	0,5067	
42,60	0,2921	0,05928	0,09175	0,01402	-0,04489	-0,00445	42,60	-0,03619	-0,04883	-0,00307	0,02856	0,01923	0,01727	-0,00724	0,03306	0,4919	42,60	0,5100	
42,80	0,2866	0,05931	0,09185	0,01399	-0,04492	-0,00450	42,80	-0,03620	-0,04883	-0,00307	0,02859	0,01926	0,01727	-0,00726	0,03309	0,4843	42,80	0,5133	
43,00	0,2877	0,05936	0,09200	0,01399	-0,04496	-0,00452	43,00	-0,03620	-0,04883	-0,00306	0,02862	0,01929	0,01727	-0,00727	0,03311	0,4860	43,00	0,5167	
43,20	0,2891	0,05942	0,09199	0,01399	-0,04500	-0,00453	43,20	-0,03621	-0,04883	-0,00306	0,02864	0,01930	0,01727	-0,00729	0,03312	0,4879	43,20	0,5200	
43,40	0,2846	0,05947	0,09207	0,01401	-0,04503	-0,00453	43,40	-0,03621	-0,04883	-0,00306	0,02867	0,01932	0,01727	-0,00731	0,03314	0,4817	43,40	0,5233	
43,60	0,2926	0,05948	0,09218	0,01401	-0,04506	-0,00453	43,60	-0,03615	-0,04886	-0,00310	0,02878	0,01942	0,01736	-0,00736	0,03315	0,4929	43,60	0,5267	
43,80	0,2941	0,05956	0,09217	0,01404	-0,04510	-0,00453	43,80	-0,03611	-0,04888	-0,00314	0,02890	0,01954	0,01750	-0,00746	0,03314	0,4951	43,80	0,5300	
44,00	0,2884	0,05958	0,09228	0,01402	-0,04513	-0,00452	44,00	-0,03613	-0,04888	-0,00314	0,02893	0,01957	0,01754	-0,00751	0,03313	0,4872	44,00	0,5333	
44,20	0,2914	0,05958	0,09220	0,01403	-0,04514	-0,00452	44,20	-0,03619	-0,04886	-0,00311	0,02886	0,01951	0,01745	-0,00747	0,03312	0,4914	44,20	0,5367	
44,40	0,2885	0,05965	0,09229	0,01402	-0,04518	-0,00452	44,40	-0,03623	-0,04884	-0,00307	0,02880	0,01944	0,01734	-0,00740	0,03312	0,4874	44,40	0,5400	
44,60	0,2877	0,05968	0,09231	0,01403	-0,04520	-0,00452	44,60	-0,03625	-0,04883	-0,00306	0,02877	0,01942	0,01729	-0,00736	0,03315	0,4863	44,60	0,5433	
44,80	0,2928	0,05969	0,09237	0,01404	-0,04521	-0,00452	44,80	-0,03626	-0,04882	-0,00305	0,02878	0,01942	0,01728	-0,00737	0,03317	0,4935	44,80	0,5467	
45,00	0,2909	0,05970	0,09238	0,01403	-0,04522	-0,00452	45,00	-0,03627	-0,04882	-0,00305	0,02879	0,01942	0,01728	-0,00737	0,03318	0,4908	45,00	0,5500	
45,20	0,2852	0,05970	0,09236	0,01403	-0,04524	-0,00452	45,20	-0,03627	-0,04883	-0,00306	0,02881	0,01943	0,01729	-0,00737	0,03318	0,4829	45,20	0,5533	
45,40	0,2893	0,05975	0,09232	0,01404	-0,04521	-0,00452	45,40	-0,03628	-0,04883	-0,00306	0,02882	0,01944	0,01729	-0,00738	0,03317	0,4887	45,40	0,5567	
45,60	0,2911	0,05977	0,09237	0,01407	-0,04525	-0,00452	45,60	-0,03628	-0,04883	-0,00306	0,02883	0,01944	0,01729	-0,00738	0,03317	0,4912	45,60	0,5600	
45,80	0,2839	0,05977	0,09245	0,01407	-0,04524	-0,00452	45,80	-0,03628	-0,04883	-0,00306	0,02884	0,01945	0,01729	-0,00737	0,03315	0,4811	45,80	0,5633	
46,00	0,2921	0,05978	0,09239	0,01403	-0,04528	-0,00453	46,00	-0,03628	-0,04883	-0,00306	0,02885	0,01945	0,01729	-0,00737	0,03313	0,4926	46,00	0,5667	
46,20	0,2914	0,05979	0,09238	0,01406	-0,04528	-0,00452	46,20	-0,03629	-0,04883	-0,00306	0,02885	0,01944	0,01729	-0,00736	0,03311	0,4916	46,20	0,5700	
46,40	0,2867	0,05977	0,09240	0,01404	-0,04528	-0,00452	46,40	-0,03629	-0,04883	-0,00306	0,02886	0,01945	0,01729	-0,00736	0,03309	0,4851	46,40	0,5733	
46,60	0,2919	0,05983	0,09233	0,01406	-0,04531	-0,00452	46,60	-0,03628	-0,04883	-0,00306	0,02887	0,01946	0,01730	-0,00737	0,03308	0,4924	46,60	0,5767	
46,80	0,2918	0,05981	0,09235	0,01406	-0,04532	-0,00452	46,80	-0,03629	-0,04883	-0,00306	0,02887	0,01946	0,01730	-0,00738	0,03308	0,4922	46,80	0,5800	
47,00	0,2917	0,05981	0,09241	0,01409	-0,04533	-0,00452	47,00	-0,03629	-0,04883	-0,00306	0,02888	0,01947	0,01730	-0,00739	0,03307	0,4921	47,00	0,5833	
47,20	0,2904	0,05981	0,09241	0,01407	-0,04536	-0,00452	47,20	-0,03628	-0,04883	-0,00307	0,02889	0,01947	0,01731	-0,00740	0,03306	0,4903	47,20	0,5867	
47,40	0,2876	0,05984	0,09241	0,01407	-0,04531	-0,00452	47,40	-0,03628	-0,04883	-0,00307	0,02890	0,01948	0,01731	-0,00739	0,03303	0,4864	47,40	0,5900	
47,60	0,2836	0,05982	0,09237	0,01406	-0,04534	-0,00452	47,60	-0,03629	-0,04883	-0,00308	0,02891	0,01946	0,01731	-0,00736	0,03297	0,4807	47,60	0,5933	
47,80	0,2227	0,05984	0,09235	0,01410	-0,04533	-0,00452	47,80	-0,03629	-0,04884	-0,00308	0,02890	0,01944	0,01731	-0,00732	0,03291	0,3956	47,80	0,5967	
48,00	0,2858	0,05984	0,09236	0,01409	-0,04532	-0,00452	48,00	-0,03629	-0,04885	-0,00309	0,02891	0,01943	0,01731	-0,00729	0,03287	0,4839	48,00	0,6000	
48,20	0,2869	0,05981	0,09236	0,01408	-0,04538	-0,00451	48,20	-0,03628	-0,04885	-0,00309	0,02891	0,01943	0,01731	-0,00730	0,03285	0,4855	48,20	0,6033	
48,40	0,2931	0,05984	0,09251	0,01406	-0,04551	-0,00452	48,40	-0,03629	-0,04885	-0,00309	0,02890	0,01944	0,01731	-0,00736	0,03288	0,4941	48,40	0,6067	
48,60	0,2857	0,05989	0,09270	0,01407	-0,04557	-0,00452	48,60	-0,03630	-0,04885	-0,00309	0,02891	0,01950	0,01731	-0,00747	0,03300	0,4839	48,60	0,6100	
48,80	0,2930	0,06001	0,09291	0,01408	-0,04564	-0,00452	48,80	-0,03632	-0,04885	-0,00308	0,02891	0,01955	0,01731	-0,00758	0,03314	0,4942	48,80	0,6133	
49,00	0,2917	0,06007	0,09295	0,01408	-0,04568	-0,00452	49,00	-0,03637	-0,04885	-0,00308	0,02891	0,01959	0,01731	-0,00763	0,03324	0,4924	49,00	0,6167	
49,20	0,2848	0,06010	0,09292	0,01410	-0,04566	-0,00452	49,20	-0,03642	-0,04886	-0,00308	0,02892	0,01960	0,01731	-0,00765	0,03328	0,4828	49,20	0,6200	
49,40	0,2863	0,06016	0,09288	0,01409	-0,04561	-0,00452	49,40	-0,03645	-0,04887	-0,00308	0,02892	0,01961	0,01731	-0,00763	0,03325	0,4850	49,40	0,6233	
49,60	0,2843	0,06017	0,09291	0,01408	-0,04564	-0,00452	49,60	-0,03647	-0,04886	-0,00309	0,02893	0,01959	0,01731	-0,00758	0,03319	0,4822	49,60	0,6267	
49,80	0,2896	0,06013	0,09302	0,01410	-0,04566	-0,00452	49,80	-0,03648	-0,04886	-0,00310	0,02893	0,01957	0,01731	-0,00754	0,03317	0,4897	49,80	0,6300	
50,00	0,2878	0,06018	0,09296	0,01408	-0,04568	-0,00451	50,00	-0,03648	-0,04887	-0,00309	0,02894	0,01957	0,01730	-0,00755	0,03318	0,4872	50,00	0,6333	
50,20	0,2868	0,06017	0,09299	0,01409	-0,04568	-0,00451	50,20	-0,03649	-0,04887	-0,00308	0,02893	0,01959	0,01731	-0,00757	0,03321	0,4857	50,20	0,6367	
50,40	0,2879	0,06020	0,09304	0,01410	-0,04570	-0,00451	50,40	-0,03650	-0,04888	-0,00308	0,02894	0,01960	0,01730	-0,00757	0,03322	0,4873	50,40	0,6400	
50,60	0,2889	0,06020	0,09301	0,01412	-0,04572	-0,00451	50,60	-0,03650	-0,04888	-0,00308	0,02894	0,01960	0,01730	-0,00757	0,03322	0,4888	50,60	0,6433	
50,80	0,2900	0,06019	0,09312	0,01411	-0,04582	-0,00451	50,80	-0,03650	-0,04888	-0,00308	0,02894	0,01962	0,01730	-0,00758	0,03324	0,4903	50,80	0,6467	
51,00	0,2972	0,06031	0,09342	0,01409	-0,04597	-0,00452	51,00	-0,03650	-0,04888	-0,00308	0,02895	0,01966	0,01731	-0,00766	0,03336	0,5005	51,00	0,6500	
51,20	0,2979	0,06056	0,09414	0,01410	-0,04613	-0,00452	51,20	-0,03654	-0,04889	-0,00308	0,02895	0,01973	0,01731	-0,00780	0,03358	0,5018	51,20	0,6533	
51,40	0,3023	0,06089	0,09500	0,01410	-0,04628	-0,00452	51,40	-0,03664	-0,04890	-0,00307	0,02895	0,01981	0,01731	-0,00797	0,03390	0,5084	51,40	0,6567	
51,60	0,3061	0,06131	0,09625	0,01407	-0,04650	-0,00452	51,60	-0,03678	-0,04890	-0,00306	0,02895	0,01991	0,01732	-0,00814	0,03430	0,5143	51,60	0,6600	
51,80	0,3164	0,06215	0,09809	0,01409	-0,04690	-0,00452	51,80	-0,03692	-0,04890	-0,00304	0,02896	0,02003	0,01737	-0,00837	0,03485	0,5300	51,80	0,6633	
52,00	0,3154	0,06279	0,1001	0,01409	-0,04732	-0,00453	52,00	-0,03712	-0,04891	-0,00301	0,02897	0,02021	0,01748	-0,00874	0,03577	0,5294	52,00	0,6667	
52,20	0,3288	0,06354	0,1031	0,01407	-0,04775	-0,00454	52,20	-0,03741	-0,04892	-0,00297	0,02900	0,02044	0,01770	-0,00919	0,03683	0,5493	52,20	0,6700	
52,40	0,3325	0,06421	0,1049	0,01409	-0,04815	-0,00453	52,40	-0,03770	-0,04893	-0,00292	0,02905	0,02070	0,01799	-0,00967	0,03754	0,5553	52,40	0,6733	
52,60	0,3360	0,06471	0,1055	0,01409	-0,04851	-0,00453	52,60	-0,03794	-0,04894	-0,00287	0,02915	0,02095	0,01831	-0,01010	0,03802	0,5610	52,60	0,6767	
